GeneSymbol	log2FC	|log2FC|	AveExpr	t	P.Value	adj.P.Val	M-Cell1	M-Cell2	M-Cell3	M-Cell4	Y79_1	Y79_2	Y79_3	Y79_4	Y79_5
CA14	3.28328218162675	3.28328218162675	3.83022208646966	16.3936084197613	9.98E-08	4.38E-05	18.100248	23.482609	25.780579	24.715099	0.096569	0.070165	0.096799	0.207296	0.147739
ATP1A3	-3.27176031493042	3.27176031493042	7.8790379815431	-4.90302526757977	0.000998125771768	0.005397781712382	3.235672	20.230153	28.3708	2.890515	142.005183	157.033653	161.978959	200.537942	148.64572
CDK5R2	-3.268541	3.268541	3.945844	-12.10748	1.19E-06	8.54E-05	0.098426	0.823698	0.631499	0.242815	19.164337	23.616249	12.540824	26.701036	16.364904
CYP1B1	3.264563	3.264563	3.78225	5.891648	0.0002894967	0.00223284	4.60635	96.196381	76.669693	12.06507	0.305603	0.21758	0.324584	0.154023	0.167589
CRABP2	-3.261839	3.261839	6.775978	-11.25594	2.14E-06	0.0001137793	3.715237	4.144679	4.750166	4.479307	71.094943	68.153979	96.767183	98.596797	98.464155
S100A4	3.231421	3.231421	3.463554	5.876372	0.0002947882	0.002266825	4.599719	54.561535	175.048067	9.006341	0	0.16011	0.519578	0	0.07949
LMOD1	-3.228676	3.228676	4.942507	-7.224555	6.65E-05	0.0008135103	0.203062	2.584099	2.032525	0.343136	20.629111	24.044084	21.70985	37.190852	28.895236
LGALS3BP	3.223013	3.223013	5.189566	18.94947	3.00E-08	3.85E-05	35.821461	46.928768	97.826088	42.191006	2.051748	0.848769	1.839305	2.063158	2.292508
ATP1A2	3.22162664893358	3.22162664893358	3.57239391448965	7.01017441882749	8.31E-05	0.000938892926188	30.474245	10.691225	9.412565	33.415363	0	0.016424	0.024754	0	0
LOXL4	-3.219947	3.219947	3.775719	-12.34346	1.02E-06	8.20E-05	0.20025	0.654815	0.78687	0.489784	15.924898	17.90327	20.82351	20.459003	16.77632
EDNRB	3.209927	3.209927	3.274464	11.11103	2.37E-06	0.0001203145	12.084563	30.999455	16.059734	20.227641	0	0	0	0	0.022105
ERCC5	3.201334	3.201334	3.648174	11.08838	2.41E-06	0.0001215109	12.870093	24.595381	16.483891	25.805523	0.034084	0.037046	0.003695	0.021373	0.200203
FLNC	3.19378	3.19378	3.259629	8.465007	2.01E-05	0.0003772636	9.789069	13.371553	29.437074	32.078701	0.009188	0.023912	0.013907	0.042798	0.084371
TLE2	-3.192803	3.192803	3.559585	-11.35037	2.00E-06	0.0001099417	0	0	0.250061	0.883016	14.967568	10.383396	17.834178	16.999554	14.964641
PVRL3	3.187259	3.187259	3.487212	9.686246	7.05E-06	0.000209015	9.653157	47.005014	33.557974	9.587865	0	0.004328	0.017033	0.00649	0.013587
VCAN	3.180208	3.180208	4.66379	12.6343	8.43E-07	7.55E-05	44.352822	42.116409	28.29345	37.969753	0.74063	1.303299	1.373512	1.034521	1.618984
NLGN4X	3.175101	3.175101	3.482824	13.67809	4.42E-07	6.13E-05	23.690929	21.935598	18.423246	12.863734	0	0	0.01013	0	0.013549
ESRRG	-3.174048	3.174048	6.09378	-6.227313	0.0001959202	0.001686524	1.120675	7.633633	5.49503	1.144332	68.051251	51.133747	60.851852	38.791756	59.640476
EGFLAM	-3.174009	3.174009	4.151456	-15.31768	1.75E-07	4.69E-05	0.097348	0.387392	0.148878	0.525494	15.226357	12.063116	17.073	16.268745	15.916186
ANKRD65	-3.17320469974811	3.17320469974811	3.34887775172373	-8.64004851455692	1.72E-05	0.000341026992176	0.046886	0.557429	0.723727	0	12.195533	8.138915	15.389787	17.373757	17.978159
EMC10	3.169832	3.169832	3.548909	8.096209	2.83E-05	0.0004639409	9.935011	13.445939	24.898445	38.756178	0	0.004621	0	0.30807	0.034199
CPNE7	3.167137	3.167137	3.104948	13.66574	4.45E-07	6.13E-05	13.062177	14.127339	33.400253	19.653042	0	0	0	0.006575	0
NCAN	3.162784	3.162784	4.717221	9.066851	1.18E-05	0.0002742992	12.855588	98.614609	87.410133	25.328474	1.044137	0.996505	1.461514	1.831406	1.040278
PRCD	-3.159497	3.159497	3.788921	-9.575655	7.72E-06	0.0002176466	0	0.315693	0.820082	0	12.170609	12.350722	15.994918	11.143683	15.66297
CYP27B1	-3.154615	3.154615	3.697172	-7.099164	7.57E-05	0.0008788828	0.272874	1.097414	1.866301	0	8.782851	19.354113	24.001299	15.597116	23.665383
HIST1H2BM	3.152016	3.152016	3.437662	13.06297	6.43E-07	6.91E-05	28.155884	23.681969	29.736385	9.652602	0.110064	0.120636	0.046062	0.110639	0
LGR4	3.146	3.146	5.15365	6.229607	0.0001954076	0.001683034	15.202939	124.457573	93.647415	16.904184	0.816525	1.576419	1.90348	1.145034	1.815774
C1QL3	-3.1452263074616	3.1452263074616	3.87276898170493	-6.57984104032878	0.000131992976672	0.001297628074794	0.080781	1.343744	1.384657	0	32.97156	34.994767	8.083089	27.585039	8.613784
ATP5E	3.14253763476006	3.14253763476006	8.13536059836203	8.04234650348483	2.97E-05	0.000477076651037	131.922516	139.227905	178.465546	428.764557	14.235223	15.735034	9.82525	16.473471	12.48783
MNX1	-3.14075	3.14075	3.03118	-12.43766	9.58E-07	7.88E-05	0	0.252477	0.413549	0	12.583912	14.361821	8.56429	17.55151	12.769747
CNPY2	3.137651	3.137651	5.351768	10.90689	2.75E-06	0.000130184678058	35.302016	38.67327	52.102615	76.733958	1.729197	2.720134	2.195825	2.913635	1.12935
GAP43	3.136415	3.136415	3.217599	5.826041	0.0003129845	0.002373063	18.714522	9.216093	8.810245	40.868462	0	0	0	0	0.087375
SDCBP	3.130965	3.130965	4.240489	12.51915	9.08E-07	7.73E-05	27.324474	24.029432	26.950233	30.91188	0.857312	0.512788	0.692186	0.402424	0.654566
TLX2	-3.11521	3.11521	3.29348	-12.32671	1.03E-06	8.23E-05	0.088747	0.151533	0.461464	0	13.497585	10.15693	9.679455	14.454836	14.995801
ATF5	-3.11487121037041	3.11487121037041	6.30175065078366	-7.22946412729734	6.62E-05	0.000811315136785	3.221259	9.055587	10.354126	1.888316	83.404022	75.420583	85.249347	81.523927	75.985174
LRRC61	-3.111124	3.111124	2.827123	-12.73529	7.90E-07	7.48E-05	0	0	0	0	9.343974	10.847341	8.765176	13.810308	11.842518
PAM	3.106417	3.106417	3.451421	10.87339	2.82E-06	0.0001313825	7.321069	27.321447	23.684476	20.307332	0	0	0.016296	0	0.013927
KLHL13	3.104404	3.104404	3.227726	13.64587	4.51E-07	6.13E-05	9.284679	21.644103	26.734881	18.00064	0	0	0	0	0.037078
PCDH18	3.101355	3.101355	3.33354	14.268	3.13E-07	5.54E-05	12.85124	29.435466	18.750614	13.414995	0.015896	0.011673	0.00782	0	0
GNGT1	-3.098148	3.098148	5.198113	-4.973759	0.000909378	0.005039269	0.280263	3.239664	1.804989	0	17.887949	11.943418	29.853061	24.003627	27.044508
PAK3	3.096486	3.096486	3.422503	11.35577	1.99E-06	0.0001099072	8.20991	33.557187	21.6303	15.279605	0	0	0	0	0.027766
NUDT11	3.091424	3.091424	3.177053	9.97554	5.59E-06	0.0001836637	15.564646	15.530666	13.499572	22.29718	0	0	0.019364	0	0
RIMKLB	3.089791	3.089791	3.887641	11.83686	1.43E-06	9.12E-05	15.087684	32.353453	21.811449	18.484751	0.274499	0.639141	0.19586	0.133066	0.185848
TMEM54	-3.089593	3.089593	3.859604	-8.017224	3.04E-05	0.0004836928	0	0.822214	2.785658	0	16.549191	19.082144	12.255891	20.671655	15.403396
ELOVL2	-3.086234	3.086234	5.769861	-8.361589	2.21E-05	0.0003987586	2.593371	4.272131	2.658454	1.482462	41.396838	42.329258	57.270101	39.438636	50.075059
RAB34	3.083946	3.083946	3.157025	7.240785	6.54E-05	0.0008050886	13.423151	9.293217	17.423915	32.191774	0.065486	0.025264	0	0	0
LHX8	-3.081459	3.081459	2.814392	-12.40062	9.81E-07	7.98E-05	0	0	0	0.065841	9.441005	11.57286	11.81555	7.769067	14.076481
KCNH6	-3.077015	3.077015	4.690065	-5.31115	0.0005890137	0.003726704	0	2.864474	5.454133	0	24.033728	17.296888	23.26553	26.393752	24.69312
DDX39B	-3.075152	3.075152	7.471659	-17.80742	5.03E-08	3.85E-05	6.551481	9.462875	11.042096	12.565252	163.763086	175.35845	129.138269	178.885331	153.768212
AASS	3.07020813770746	3.07020813770746	3.23361207259616	9.10395178442598	1.15E-05	0.000270112054887	11.647016	21.899427	11.061956	23.058756	0.007985	0	0.011863	0	0.006347
ANXA6	3.06679226076696	3.06679226076696	5.14364996124029	5.08705550529157	0.000784549556181	0.004533348587018	49.166544	18.102136	20.586969	144.256821	1.676429	2.803882	1.615348	2.135294	1.79918
FBLN1	-3.066224	3.066224	4.792223	-7.642924	4.37E-05	0.0006196031	5.152239	1.178439	0.724915	1.404156	30.229845	34.896386	34.649445	34.971875	32.393046
SDK2	-3.066101	3.066101	4.466605	-9.053531	1.20E-05	0.0002760508	3.027637	0.518135	0.46804	1.371876	25.904108	26.421732	24.197691	30.166516	22.667842
FAM57B	-3.064735	3.064735	5.861438	-5.351872	0.0005595416	0.003602622	1.191672	4.400464	10.655164	0.862331	35.007732	71.774556	32.97452	62.638103	50.084282
ALCAM	3.06321720201984	3.06321720201984	3.13514084416629	11.2386905838589	2.17E-06	0.000113779264308	7.75506	38.043698	25.93264	13.158964	0.044032	0.043786	0.12435	0.036719	0.066038
ME3	-3.059434	3.059434	3.509156	-10.11263	5.02E-06	0.0001756849	0.436056	0	0.334192	0	12.600518	12.538537	8.332877	15.68812	11.782482
TRIP6	3.059029	3.059029	3.295407	7.683862	4.20E-05	0.0006044691	12.064641	9.665617	21.009581	33.010242	0	0	0	0.213083	0
PRAP1	-3.058355	3.058355	3.911439	-10.02885	5.36E-06	0.0001794881	0.780231	0.262937	1.63687	1.015215	18.122393	18.204943	17.687659	28.409693	19.010175
TUBB2A	3.055052	3.055052	6.484387	5.224323	0.0006576513	0.004010754	74.686666	36.168852	59.130073	326.106176	2.387377	1.967586	7.375447	11.06415	5.597585
SYK	-3.055037	3.055037	3.014432	-13.63718	4.53E-07	6.13E-05	0.048082	0	0.102965	0.14746	10.243616	10.508938	11.046788	12.124249	11.188872
CYFIP1	3.054509	3.054509	4.753755	12.47384	9.35E-07	7.82E-05	28.229236	40.586911	39.453898	44.824915	1.064191	2.038611	1.154639	1.39468	1.77516
HIST1H2AC	3.047855	3.047855	8.213408	10.04123	5.31E-06	0.0001786414	208.436279	146.059616	145.992081	396.540558	12.623996	13.368323	21.432294	12.038676	15.887628
CACNA1F	-3.04573586108724	3.04573586108724	4.03047890823761	-8.02570268157265	3.02E-05	0.000482676568144	0	1.068632	1.338589	0	19.943118	11.649491	13.199751	17.599707	13.500737
ATOH8	-3.04134806106476	3.04134806106476	4.01734748302726	-11.0059962715716	2.56E-06	0.000124105544704	0.165924	0.725065	1.987935	1.581765	20.150403	21.650053	19.131564	29.061936	19.397534
MMD2	-3.037972	3.037972	3.113775	-8.974384	1.28E-05	0.0002852406	0	0.256939	0.352976	0	12.115847	9.763871	18.142156	8.558843	9.231145
MLLT11	3.029621	3.029621	5.97379	9.781494	6.53E-06	0.0001981201	62.460957	75.954552	58.29911	41.11607	1.939072	4.855897	4.080712	2.270139	2.877522
CBFA2T3	-3.028702	3.028702	3.777753	-10.74188	3.11E-06	0.000137217705773	0.45073	1.341894	1.222492	0.283249	15.963832	18.0762	16.676337	22.253098	18.207401
PLD6	-3.01105	3.01105	3.170585	-12.21161	1.11E-06	8.46E-05	0.070397	0.56588	0.372445	0.15342	11.46253	11.005581	12.122599	13.702819	13.860397
ZNF512	3.009105	3.009105	3.509232	11.66497	1.61E-06	9.75E-05	13.756137	28.61571	19.430491	9.262587	0	0	0	0	0.04709
PCBP3	-3.006502	3.006502	4.594592	-7.948667	3.25E-05	0.0005034682	0	2.191934	2.348321	0.420445	22.135116	21.881904	17.634729	24.149655	18.453813
LGALS3	3.005497	3.005497	4.100697	5.617851	0.0004024133	0.002841309	3.426567	47.639422	116.739439	18.370209	0.53949	0.365351	0.689354	0.346886	0.465544
HNRNPA1L2	3.003856	3.003856	3.513582	9.409323	8.85E-06	0.0002330863	16.645435	31.910875	30.709138	6.579753	0.003088	0.001805	0.002154	0.205813	0.199892
COLEC12	3.000578	3.000578	3.686942	7.429793	5.40E-05	0.000706402156844	5.764154	53.779102	29.272541	11.607033	0.181226	0.130987	0.135551	0.135028	0.086609
ZNF385A	-2.99499	2.99499	7.147505	-3.060175	0.01450579	0.04000808	1.908521	30.133917	46.888719	0.564787	84.824237	92.494313	93.798769	121.477202	97.531069
PKIB	-2.98834	2.98834	6.581114	-9.369966	9.15E-06	0.0002371299	7.34382	4.329376	4.451186	4.254208	91.543809	97.425323	47.595557	81.88614	99.662164
RLTPR	-2.988235	2.988235	3.45259	-11.65659	1.62E-06	9.77E-05	0.408867	0.31689	0.609728	0.606385	13.037568	15.23563	14.255987	18.886786	12.724167
KIAA1522	-2.981459	2.981459	3.875915	-11.36319	1.98E-06	0.0001099072	0.760675	0.693895	1.468484	0.588103	15.357941	19.880718	18.269694	21.010449	17.522859
SEZ6	-2.979393	2.979393	4.552135	-9.674068	7.12E-06	0.0002099031	0.459553	1.861526	3.072786	0.941787	21.90858	20.368468	25.481903	30.879083	23.672562
AANAT	-2.970662134941	2.970662134941	4.04868473115458	-13.3012265882396	5.55E-07	6.49E-05	0.165739	0.790862	1.16663	0.696636	21.452309	16.124508	12.071501	21.47736	14.296581
ATP5J2-PTCD1	-2.9692517796941	2.9692517796941	3.57785189137042	-7.20249164349002	6.81E-05	0.000825109404869	0	4.006918	0	0.23297	14.235461	15.184864	15.834489	20.159364	14.418113
RPP21	-2.968621	2.968621	3.175921	-7.652986	4.33E-05	0.0006167677	0	0	2.959827	0	13.038673	18.888312	6.329324	19.564673	11.551644
FUS	-2.959579	2.959579	8.094386	-3.967875	0.003661221	0.01401505	4.954801	54.317946	57.225387	3.298336	218.178541	227.097415	180.478692	243.823769	207.823831
KIF12	-2.954376	2.954376	3.083184	-10.2704	4.44E-06	0.0001656414	0	0	0.769148	0	12.410284	6.322998	9.589488	12.240656	11.37913
EXOSC4	2.954362	2.954362	3.300283	6.083102	0.0002312942	0.001895969	10.400796	9.581511	16.277401	40.701172	0.101096	0.185305	0.072724	0.069638	0.186131
ID4	2.94761	2.94761	4.090978	10.46297	3.83E-06	0.0001548463	12.578385	31.503574	27.268042	30.402735	0.528586	0.714084	0.564642	0.425171	1.151038
H1F0	2.946365	2.946365	3.689754	11.27269	2.11E-06	0.0001137793	15.347028	23.18437	19.582056	9.157507	0	0	0.058977	0.020514	0.084256
CNTN1	-2.945628	2.945628	6.117772	-10.42427	3.95E-06	0.000157815849986	0.299054	5.122162	3.645457	6.079698	46.1369	44.329083	53.458209	53.161456	50.927406
MBNL1	2.945122	2.945122	3.233533	11.87857	1.39E-06	8.90E-05	14.089026	28.374061	16.146974	8.248408	0	0	0	0	0.007652
PALLD	2.944107	2.944107	3.274623	12.91191	7.07E-07	7.12E-05	10.392318	30.107035	20.94597	10.112404	0.026711	0.072882	0.048246	0.019778	0.141136
MTAP	2.943426	2.943426	3.136299	14.11577	3.42E-07	5.54E-05	11.090372	20.808493	17.749123	15.232446	0.053472	0.032636	0.062843	0.038871	0.051444
PMF1-BGLAP	-2.93985	2.93985	4.291187	-10.28358	4.40E-06	0.0001656098	0.945443	0.853731	0	3.123615	19.3704	26.793559	19.212526	22.878847	24.126709
KCNK12	-2.932477	2.932477	3.42825	-11.91342	1.36E-06	8.82E-05	0.159247	0.240037	1.320376	0.784288	12.556974	16.455946	13.196582	17.620947	13.717508
AP3B2	-2.92190979702164	2.92190979702164	5.07505098110242	-14.7472783332092	2.39E-07	5.05E-05	1.855477	1.818807	1.967352	1.983836	31.577249	29.009411	29.58278	36.599333	30.155298
AMER2	-2.91998678395378	2.91998678395378	5.90087267352921	-5.95780410880092	0.00026774896228	0.002115863278382	0.898875	9.302333	7.013317	1.364684	55.996375	46.453538	49.263615	37.388143	50.591945
SNURF	2.91815	2.91815	5.716296	4.996702	0.0008824581	0.004932928	38.334461	26.363588	34.067172	161.472943	3.495209	1.479388	3.140041	1.611204	7.646468
TUBB6	2.915503	2.915503	4.036141	5.489173	0.0004714162	0.003156124	20.38544	11.652465	20.037019	68.592532	0.96332	0.516043	0.94107	0.702337	0.833139
LRFN1	-2.914607	2.914607	4.045548	-6.359814	0.0001685928	0.001517819	0.16965	3.065419	3.752199	0	18.040774	19.212326	17.232799	25.426103	17.77014
CTSC	2.913198	2.913198	5.243527	13.25809	5.70E-07	6.58E-05	30.27061	67.884472	60.475403	54.018615	3.172813	3.200567	2.886572	2.366621	2.726638
FOXP4	-2.910737	2.910737	3.74016	-8.360579	2.21E-05	0.0003987586	0.431951	1.317444	1.993551	0.167205	13.316533	14.874879	18.59482	18.897177	15.892517
YAP1	2.905855	2.905855	3.289644	12.79573	7.61E-07	7.33E-05	15.058746	21.975644	19.870984	7.774395	0	0	0	0	0.027433
TUB	2.905664	2.905664	4.145226	13.71817	4.32E-07	6.13E-05	12.628336	33.802608	36.095633	15.382486	0.427623	0.551858	0.680763	0.680371	0.285176
PCK2	-2.900287	2.900287	4.750743	-14.25725	3.15E-07	5.54E-05	1.353654	0.816088	1.819934	3.226044	32.573466	34.003342	24.165496	29.174982	25.985202
SOX9	2.884932	2.884932	3.315575	4.865945	0.001048362	0.005581079	6.106884	64.219101	41.430592	3.354765	0	0	0.011737	0	0.031311
HIST1H2BE	2.882874	2.882874	3.850912	25.8385	2.25E-09	3.53E-05	19.459761	17.866653	30.453377	16.033821	0.116341	0.178941	0.715869	0.572191	0.192455
SULF2	2.873809	2.873809	4.156107	10.92871	2.71E-06	0.0001290045	12.808979	50.445141	41.928512	13.264902	0.531193	0.638675	0.864418	0.811464	0.59841
NOTCH2	2.86885	2.86885	3.44924	14.26896	3.13E-07	5.54E-05	11.537023	20.335121	22.641547	10.070974	0.03046	0.049677	0.026564	0.026102	0.134365
ACTA2	2.86519481951207	2.86519481951207	2.79210737241084	3.4571607064528	0.007845817431577	0.025088091156132	16.811058	4.61111	3.82676	62.113995	0.017247	0.026174	0.026125	0.095839	0.096498
ZNF736	-2.856363	2.856363	2.604768	-12.87684	7.23E-07	7.23E-05	0	0	0	0	9.731679	8.763055	10.00797	7.079959	7.206383
ZNF516	-2.85323	2.85323	6.648134	-17.74047	5.19E-08	3.85E-05	4.529933	6.842228	7.49622	6.936901	85.545895	92.491627	74.634335	96.640014	88.763239
AMOTL2	-2.85184829471822	2.85184829471822	6.87161416916929	-13.5732258539275	4.71E-07	6.18E-05	5.703733	5.088019	7.522346	7.106575	88.142014	115.29763	81.898098	84.231389	74.916965
HSPE1-MOB4	-2.851675	2.851675	3.042071	-10.23797	4.55E-06	0.000166409	0	0	2.714373	0	13.40572	19.393176	9.043213	8.021596	10.573477
RD3	-2.848031	2.848031	5.597985	-4.085003	0.00308963	0.01244113	0.621303	5.841449	6.78436	0.202655	39.275763	22.317771	35.381677	30.349279	22.699125
LAMC1	2.846436	2.846436	4.667955	13.20792	5.88E-07	6.69E-05	19.167089	53.106464	41.875996	21.403671	1.348596	1.21082	1.237991	1.484234	1.457336
ABLIM1	2.84431828349127	2.84431828349127	3.36015772315575	11.5856827061961	1.70E-06	0.000101009459348	14.525567	21.169542	19.596477	7.14588	0	0	0.030673	0.009241	0.014174
PTPRK	2.842943	2.842943	3.246325	11.81307	1.45E-06	9.16E-05	9.452528	25.963962	22.145761	7.78498	0	0	0	0	0.024498
NFIX	2.824344	2.824344	4.058815	6.371999	0.0001662979	0.001506655	8.91336	77.156796	83.995445	8.803416	0.509592	0.579366	0.987741	1.129277	1.083952
WWTR1	2.815154	2.815154	3.147692	13.49885	4.92E-07	6.18E-05	9.986888	27.256449	21.549618	7.749367	0.016607	0.016151	0.092031	0.049305	0.113275
TRIM2	2.813179	2.813179	5.828487	9.943359	5.74E-06	0.0001840862	39.363077	67.980613	50.380322	51.208608	3.636638	3.591126	3.031736	2.457193	5.062143
ADAMTS18	2.81223814458389	2.81223814458389	2.95031773978736	2.99435982443561	0.01608647756965	0.043355389023708	0.073675	115.815697	100.106239	5.318778	0.058765	0.014603	0.074433	0.013778	0.04351
NRL	-2.807564	2.807564	5.717976	-3.986827	0.003561559	0.01372721	0.541082	4.147822	12.18477	0.452051	36.386624	28.15599	24.637646	34.944266	32.052624
ATOH7	-2.80726673445858	2.80726673445858	4.64121684824881	-5.81900615504249	0.000315624101261	0.002385019062437	0.314189	5.607092	6.768076	0.461175	23.125648	31.994516	21.57233	32.578629	24.777447
DECR1	2.800109	2.800109	4.783534	12.16263	1.15E-06	8.46E-05	18.984926	40.388607	44.352211	36.225895	1.653339	2.632554	1.73432	1.431826	1.380036
PHF19	-2.793203	2.793203	6.291261	-6.676991	0.0001186904	0.00120766	4.8429	7.157374	12.563895	2.205951	73.645411	74.398862	58.527647	74.098122	58.817226
DKK3	2.792905	2.792905	3.795918	5.134586	0.0007378308	0.004331585	2.137089	37.741847	44.406561	10.790483	0.017714	0	0.060997	0.018145	0.307073
GJD2	-2.791745	2.791745	5.972426	-12.97205	6.81E-07	7.04E-05	1.678777	3.651667	5.182493	4.734412	38.842936	56.212428	50.082778	56.539818	39.825309
ARHGAP32	-2.78876279261417	2.78876279261417	6.96647562695963	-5.72422338727015	0.000353662992702	0.00259992775636	4.167728	16.896644	10.905806	2.683601	84.749986	110.940261	76.158385	81.781534	77.83444
MAB21L1	2.782308	2.782308	5.340817	3.009777	0.01570088	0.04259382	15.060884	133.646378	118.045044	7.955913	5.926981	0.795277	0.682051	0.619013	6.977201
DHRS3	2.77772	2.77772	3.143759	6.640836	0.0001234608	0.001244301	4.492635	31.823151	49.141418	5.483495	0.012118	0.035609	0.012252	0.049168	0.010762
SEMA3F	-2.777684	2.777684	6.83013	-8.079677	2.87E-05	0.0004687027	4.99098	7.860755	12.330216	4.441562	73.14984	81.135779	85.676716	98.203926	75.410451
TIAM2	-2.771568	2.771568	4.285073	-15.18347	1.88E-07	4.69E-05	0.781654	1.467039	1.413113	0.953125	19.413971	20.548886	17.348505	18.909579	16.159092
SLC12A5	-2.770014	2.770014	3.270209	-17.39285	6.12E-08	3.85E-05	0.03516	0.162974	0.180798	0.372348	9.431323	9.902554	7.627395	11.566267	9.007717
IL4I1	-2.769183	2.769183	2.622456	-4.927315	0.0009666348	0.005269422	0.112939	0	0.104443	0	1.88903	30.162041	2.712012	13.699726	12.780153
PLP1	2.767563	2.767563	3.429414	5.357581	0.0005555392	0.003588619	4.446843	47.515927	34.688072	4.99655	0	0	0.01034	0	0.057611
HLA-A	2.759977	2.759977	5.670293	8.009087	3.07E-05	0.0004863789	23.456175	40.275011	78.38878	72.447234	5.106068	3.152615	2.179934	3.349226	3.213106
STX3	-2.759574	2.759574	5.870628	-4.696626	0.001315206	0.006626474	0.483156	9.282915	7.618398	1.024811	33.340157	35.62502	35.935953	41.911722	37.487776
ITGB8	2.757164	2.757164	3.317565	14.11448	3.42E-07	5.54E-05	10.8534	17.661566	13.693403	10.302379	0	0	0.004764	0	0.005097
RTN4RL2	-2.75397	2.75397	2.628629	-10.02792	5.37E-06	0.0001794881	0	0	0.057387	0	5.741237	6.709762	6.773214	11.098238	7.872665
SPTBN4	-2.750162	2.750162	3.058477	-15.10026	1.97E-07	4.69E-05	0.211995	0.144199	0.329053	0.31705	9.547098	10.523307	8.813195	11.153286	8.781674
TCF4	2.745887	2.745887	6.286628	9.155586	1.10E-05	0.0002640276	41.034345	125.23065	78.748729	50.436599	5.294042	5.099435	5.937529	3.56213	6.049542
PHPT1	2.745878	2.745878	4.089027	6.234643	0.0001942878	0.001676146	14.534922	9.818916	29.148799	47.666947	0.743033	0.704508	0.395518	1.055768	1.102802
IFITM2	2.745378	2.745378	3.269513	6.103628	0.0002258578	0.001867487	8.066883	31.95332	37.823112	3.746818	0	0	0.016642	0	0
LSR	-2.739828	2.739828	4.610391	-11.36622	1.98E-06	0.0001099072	1.181594	1.282034	2.594748	2.004068	19.751844	21.689285	20.466335	33.078571	23.269214
