GeneSymbol	N_RO1	N_RO2	N_RO3	M_RO1	M_RO2	M_RO3	M_Cell1	M_Cell2	M_Cell3	M_Cell4	Y79_1	Y79_2	Y79_3	Y79_4	Y79_5
ACTG1	368.921722	419.640864	229.058334	824.09259	479.387665	574.615493	402.962464	603.64007	983.329809	863.600699	503.196264	610.516588	770.136683	835.690282	629.061836
ACTL10	0.868317	0.764104	0.642225	1.343449	1.086156	0.673214	0.918963	0.47206	2.241413	0.956059	0.131782	0.090353	0.085475	0.158304	0.146037
ACTL6A	20.23649	20.536276	9.962039	24.111665	22.653772	15.258856	26.019804	22.065168	27.162402	33.294529	33.439239	37.739615	32.210887	36.390952	33.654168
ACTL6B	9.427173	7.504835	4.653646	3.233135	4.415593	1.534363	1.673319	1.308774	1.739998	9.064831	16.217613	14.309461	18.82999	22.944871	15.913156
ACTL8	0	0	0	0.14599	0.168665	0	0	0.096762	0.261331	0	0.244741	0.049313	0.148899	0.115075	0.13603
ACTN1	20.912557	18.272991	23.639283	13.253755	11.689406	21.232171	11.020504	26.213435	28.435317	4.760405	10.997645	14.729133	15.462728	16.094745	11.804301
ACTN2	0.217444	0.776453	1.323336	0.831857	0.848999	39.395874	1.262423	2.823263	2.889462	6.747643	0.092213	0.026841	0.09985	0.036004	0.067441
ACTN4	27.48382	31.817099	29.183609	26.035849	22.690649	39.636925	21.963696	65.370148	78.516518	14.577826	47.999231	44.478265	45.209051	59.309624	42.674605
ACTR10	24.108028	23.204849	16.624533	18.340273	19.3666	11.178096	11.219622	12.399764	14.823415	26.058712	17.180685	16.013678	15.542927	13.392653	15.114899
ACTR1A	29.94586	30.089415	17.329418	29.918144	32.628712	16.383566	28.63271	21.924551	29.574572	59.406925	21.083348	22.21452	24.547247	23.566223	23.322577
ACTR1B	26.04319	21.301643	8.393262	25.442364	18.302479	7.422107	12.966067	8.165752	18.782139	43.404617	18.020557	19.408994	14.079629	20.605246	18.105538
ACTR2	24.880951	25.012067	60.261764	28.390532	26.662014	57.359002	22.003	68.047926	53.590654	7.173947	106.257624	105.407037	107.442203	70.954845	116.98296
ACTR3	20.115108	19.134041	21.918818	18.469739	19.633501	21.795027	18.775785	25.09174	20.54902	31.706341	15.122607	15.484556	17.211493	13.431167	16.588932
ACTR3B	6.665271	6.180608	11.36253	8.143607	7.327744	13.801597	4.743425	18.784103	22.589521	9.243693	13.083358	11.713816	11.724304	14.265373	12.524352
ACTR3C	0.544942	0	1.041802	0.647887	0.522445	1.24055	0.218763	2.612929	1.437461	0	1.151114	2.182527	1.694388	0.807255	2.298036
ACTR5	2.841076	3.241434	2.908606	3.857916	2.906345	2.671038	2.289237	2.516242	3.574883	5.611205	2.478861	5.15549	3.370788	4.111411	3.749862
ACTR6	14.108765	13.840311	9.078012	16.295401	14.811546	9.548216	6.483618	9.11432	10.400257	11.502413	10.02516	9.569396	11.227335	5.49242	10.802311
ACTR8	13.15905	11.411349	12.830794	14.639356	14.605389	10.727282	10.372142	15.143196	15.006608	16.32526	8.979779	8.646373	8.477819	9.557822	7.981057
ACTRT3	2.119153	1.62378	0.956772	0.518446	0.865687	0.925792	0.081016	0.324302	0.310339	0	0.020313	0	0.019653	0.023982	0.024646
ACVR1	4.554393	3.462728	9.357029	1.959753	2.636538	7.667581	3.242273	6.788247	7.291661	2.541449	13.775311	16.124651	14.278968	12.842244	14.156739
ACVR1B	9.618213	8.544313	14.475934	7.291247	8.275369	15.116076	5.596297	8.013128	7.11994	4.987139	8.508296	7.11069	8.370197	7.902108	8.949833
ACVR1C	0.056427	0.019337	0.068699	0.059042	0.07431	0.440814	0.038955	0.122391	0.050519	0.056833	0.010438	0.025552	0.015405	0.005346	0.022501
ACVR2A	13.253768	10.901963	23.466513	11.625163	9.562469	12.037242	5.32763	8.958133	5.274637	5.507232	2.704062	2.138739	2.363365	2.07141	1.86645
ACVR2B	8.864463	8.172353	18.491385	13.430251	10.988032	22.379776	8.991085	10.312826	9.456563	8.032566	10.692209	9.833585	8.374577	8.400263	10.651474
ACVRL1	0	0.08789	0	0.036445	0	0.064229	0	0	0	0	0	0	0.055444	0.022947	0.122889
ACY1	2.469483	1.818653	0.530618	12.102308	12.63539	0	8.415443	7.40237	18.941504	16.797417	1.483088	2.026448	2.07867	2.357678	2.34841
ACY3	0.336159	0	0	0	0	0	0	0	0	0	0	0	0.007662	0	0
ACYP1	8.573846	8.299323	2.773156	7.436333	7.740158	5.14859	4.518827	5.472207	9.104157	3.574206	14.104321	11.934344	7.897852	13.257038	10.682719
ACYP2	4.887211	5.962267	3.73784	2.71275	3.04443	2.405252	0.655798	1.595776	1.554452	1.48971	3.553333	4.843718	4.86065	4.490485	5.466325
ADA	1.595925	2.022979	0.776783	4.138486	4.313428	5.750103	2.42075	4.901706	7.098292	4.776487	6.017759	4.752873	4.472822	5.628474	5.656599
ADAD2	0	0	0	0	0	0	0	0	0.105464	0	0.09143	0.099856	0.036841	0.117983	0.119585
ADAL	11.723757	9.769685	8.600615	9.434189	7.196707	7.936051	3.627615	8.451147	5.150369	7.070343	5.151153	3.969596	3.318047	3.689856	3.068789
ADAM10	15.167168	13.702933	24.175747	16.5956	15.982747	29.772667	11.926316	29.422169	23.79104	12.265354	15.855743	14.900869	10.736506	13.018944	14.670455
ADAM11	2.74628	2.05457	2.321977	3.707798	3.567449	2.278934	0.59776	1.146893	2.86108	1.058745	0.478582	0.243656	0.911813	0.670586	0.484652
ADAM15	14.902491	15.363369	2.734768	27.20552	22.91809	7.436516	20.478822	12.198676	37.12753	40.067564	5.508628	3.929943	3.756429	5.575206	4.637901
ADAM17	19.851295	16.999912	27.838993	17.66997	16.053675	25.090525	10.20039	19.296577	16.649824	12.775475	12.034498	12.062908	8.957286	11.218261	11.97511
ADAM19	6.328328	5.225906	15.032527	4.965241	6.784146	4.943726	3.353905	5.38675	6.096728	1.340662	1.826617	2.064109	1.781963	2.103571	1.988959
ADAM20	0.513116	0.351781	4.372495	0.757424	0.502436	2.145023	0.077942	0.630892	0.634977	0	0.03359	0	0.054671	0.017204	0.01768
ADAM21	0.631916	0.635949	2.286019	0.412397	0.451185	1.611194	0.156033	0.403114	0.25342	0.13967	0	0.051876	0.023068	0	0.055773
ADAM22	3.000807	3.20195	6.894403	4.331772	5.257793	8.924788	3.941921	9.688331	5.474887	3.203794	2.353747	2.351822	2.49033	2.168453	2.705984
ADAM23	4.045176	4.06215	9.357459	4.947225	5.608685	10.408072	2.159699	9.226722	6.679251	2.174304	2.035978	1.832198	1.31843	1.692117	1.85383
ADAM28	0.37979	0.360934	0.457936	0.396534	0.216893	0.526001	0	0	0	0	0	0.004627	0	0	0.006634
ADAM29	0	0	0	0	0	0	0	0	0	0	0	0.013574	0	0	0.014594
ADAM32	4.086255	4.216562	3.662675	3.473219	1.47529	0.820224	0	0.382515	0.281356	0	0.436292	0.25481	0.055598	0.877751	0.156232
ADAM8	0.828967	0.98381	0.734633	0.579789	0.345165	0.131573	0	0.083315	0.234384	0	3.441331	1.215214	1.647931	2.294659	2.491188
ADAM9	36.71718	30.491436	39.560565	22.820722	22.873705	32.393204	18.140214	39.898214	28.310128	21.082368	7.37913	5.580351	5.963021	5.957142	6.858018
ADAMTS1	7.923664	7.260957	10.634285	3.906947	6.671161	4.190629	0.86805	5.235419	6.086683	2.597026	0.007997	0	0	0	0.025101
ADAMTS10	0.958773	1.977696	1.692472	1.739239	1.877286	2.944829	3.490136	2.076617	4.046703	8.890657	0.02793	0.023167	0.052371	0.08606	0.067685
ADAMTS12	0.655558	1.469975	0.574049	2.648531	1.586677	1.238004	0.329343	1.165253	1.024227	0.836738	0.078554	0.052349	0.099659	0.060228	0.109806
ADAMTS13	0.926688	0.782861	0.870354	1.206528	0.800467	1.422979	0.51672	1.251097	2.427196	0.875478	2.600381	1.75351	1.294265	1.635338	1.815461
ADAMTS14	0	0	0	0.339453	0.218032	0.228918	0.274285	0.311432	0.851141	0.300798	0.95732	0.471211	0.755784	1.135666	0.632379
ADAMTS15	0.476949	0.900874	1.022557	0.357824	0.91611	0.248353	0.209657	1.099087	2.305623	1.475167	0.022446	0.072892	0.007361	0.02259	0
ADAMTS16	0.174647	0.136721	0.435848	0.225283	0.454941	0.254931	2.283546	1.47511	2.529508	4.91308	0.010235	0.004616	0	0.012979	0.006887
ADAMTS17	0.402875	0.3432	1.11006	1.544035	1.189678	1.575913	1.168344	0.842643	1.161997	0.920609	0.790395	0.82358	0.720715	0.831953	0.710463
ADAMTS18	2.966141	4.808177	3.225573	5.8363	4.676872	1.492031	0.073675	115.815697	100.106239	5.318778	0.058765	0.014603	0.074433	0.013778	0.04351
ADAMTS2	0.200412	0.325812	0.441219	0.843866	0.763067	1.705328	0.50315	0.609926	1.08106	0.971116	0.343656	0.358315	0.379645	0.211458	0.251816
ADAMTS20	0.346665	0.193324	0.448726	5.698591	1.627079	3.28971	0.347937	1.875353	1.827395	1.200001	0	0	0	0	0.004192
ADAMTS4	1.075981	1.418343	0.378816	2.315576	2.555633	1.391416	1.964794	1.329733	3.178229	4.229553	0.321354	0.316961	0.459252	0.436829	0.452306
ADAMTS5	0.234933	0.046731	0.193672	0.058773	0.056953	0.549816	0.161561	0.17619	0.149804	0.192877	0	0	0.0051	0	0
ADAMTS6	1.534558	1.87597	2.156015	1.342013	1.265176	1.120981	0.485588	1.217552	0.956798	1.079049	0.016977	0.04005	0.00572	0.044666	0.048048
ADAMTS7	1.131226	1.545965	0.679977	3.070831	2.018277	2.320266	3.330255	0.842433	2.880965	4.027142	0.09178	0.127977	0.076047	0.120769	0.079768
ADAMTS8	0.414552	0.13451	0.354796	0.275475	0.341252	0.506241	0.133584	0.179301	0.316538	0	0.273663	0.206307	0.204363	0.196517	0.202344
ADAMTSL1	0.297725	0.438082	0.375704	0.217109	0.264885	0.043705	0.261768	0.053608	0.098844	1.057785	0.011692	0.005724	0.017818	0.005988	0.006154
ADAMTSL2	0.170386	0.175156	0.195484	1.094504	0.792499	0.428152	0.047664	0.142617	0.524214	0.1681	0.991146	1.205162	0.923037	1.560814	0.909852
ADAMTSL3	0.270952	0.137298	0.052293	0.251322	0.25374	0.453359	0	0.056599	0.053228	0	0.009326	0.012531	0.025182	0.016168	0.020208
ADAMTSL4	0.497516	0.652408	1.521789	0.750597	0.878061	0.846758	0.191345	0.412655	0.969768	0.110248	0.246561	0.146454	0.161607	0.168809	0.085034
ADAMTSL5	0.43015	0.290145	0	0.112142	0	0.428961	0	0	0	0	0.175566	0.155084	0.233434	0.375704	0.132928
ADAP1	1.452488	0.776939	0	1.288441	1.659067	0.286624	0.207867	0.424571	1.399305	3.172539	2.317053	2.395894	2.791361	3.52414	2.941138
ADAP2	0.522525	0.263925	0.534092	0.290783	0.605866	0.270994	0	0.365162	0.233022	0	0	0.06052	0.054233	0.003442	0
ADAR	68.366687	68.656655	64.38564	56.421692	67.246739	58.351627	48.889109	75.651266	74.436135	33.237119	39.959172	38.441513	37.130077	40.054959	34.515887
ADARB1	6.713838	6.647283	22.668721	4.511633	4.588749	8.783627	1.901587	8.382461	8.87687	4.85051	16.063093	14.511814	22.095551	18.390287	18.274698
ADARB2	0.666521	0.750151	1.171052	1.459787	1.08367	1.477782	0.080146	0.77597	0.716364	0.173246	0.036215	0.048246	0.097691	0.054141	0.079195
ADAT1	6.428125	5.803499	8.636117	5.873389	6.523707	6.556473	6.19547	9.320011	9.001076	5.085701	1.920486	2.184032	2.072969	2.032389	1.892817
ADAT2	0.998013	1.028302	1.619634	4.306916	3.066969	8.747948	2.209947	6.547808	5.140395	2.239777	0.764602	0.910753	0.783784	0.608754	1.03048
ADAT3	0.404183	0.430688	0.485613	0.286832	0.597432	0.305202	0.612855	0.341364	1.756379	0.990302	1.069987	2.565653	0.01962	0.076381	0.532623
ADCK1	4.923575	4.009283	2.45654	3.55961	3.029572	3.93012	3.201197	4.726155	4.582065	4.412421	4.066794	3.585745	5.467601	4.29464	4.611748
ADCK2	5.261248	5.351303	1.44541	6.582405	5.189706	1.985804	3.028076	1.774426	3.395164	10.189689	11.285369	10.47955	11.377346	12.990317	11.484519
ADCK3	5.743624	4.326337	2.995466	23.27397	16.418406	17.874756	18.668802	16.752863	31.237192	51.291584	25.084401	22.204455	27.074958	34.483471	26.301567
ADCK4	7.468833	8.717549	2.251559	9.100262	7.096297	3.472541	7.114397	3.878578	11.787591	21.911787	5.895753	5.859158	6.386373	7.901711	6.05464
ADCK5	3.491772	2.653068	0.725114	1.914534	1.822098	0.628817	0.982852	0.487498	2.075755	3.495553	4.190288	4.511337	3.232185	6.172679	3.748797
ADCY1	51.221608	41.659053	50.788354	29.383281	20.998955	7.790265	1.425169	1.638137	2.031081	1.511628	6.281561	5.706834	7.221068	4.29523	6.757947
ADCY10	0.141747	0.149295	0.402051	0.044305	0.084447	0.120503	0	0	0.041028	0	0.003745	0.007395	0.01318	0.002949	0
ADCY2	3.750013	2.877986	5.122992	4.171725	3.857694	3.806816	8.255717	0.987868	0.983429	10.313984	0.281372	0.377313	0.557198	0.594698	0.354342
ADCY3	1.605565	1.293283	0.984167	4.995057	3.607271	5.404874	6.356177	4.937756	7.379854	5.944168	11.906926	9.178866	10.448038	12.099889	9.415616
ADCY4	0	0	0	0.062647	0	0	0	0	0	0.116869	0	0	0.006762	0	0
ADCY5	1.902397	1.624232	4.044258	1.504194	1.512626	2.25143	0.294291	0.829095	0.86162	0.947237	1.095584	1.27531	1.321276	1.707455	1.450246
ADCY6	3.588197	3.760268	3.460682	4.179536	4.514565	4.738053	3.821978	3.809236	7.204162	6.037492	5.794576	4.280106	4.57931	4.883184	4.686341
ADCY7	3.173853	2.591885	3.253736	3.47843	3.032972	3.675499	1.536271	3.476323	3.926853	1.840399	0.95592	0.455202	1.284677	0.836445	1.035982
ADCY8	1.497228	1.723077	1.546831	1.417825	0.931276	2.689093	4.325698	5.02775	6.195728	5.048233	0.006811	0.006059	0	0	0.016644
ADCY9	2.522881	1.855415	4.811749	2.343135	2.32949	5.706844	3.083313	2.016307	2.587206	2.320415	9.518442	4.033888	2.675067	13.119706	11.293601
ADCYAP1	0.223409	0.096027	0.213401	0	0	0.163108	3.707563	0	0	12.905737	0.011823	0.01526	0.029084	0	0.006571
ADCYAP1R1	0.847514	0.968575	0.524816	1.439002	0.950892	2.72851	15.55327	0.207847	0.40674	13.784803	0.748631	1.52789	0.557648	0.859801	0.472048
ADD1	104.921298	103.234396	103.747342	55.069342	54.934362	33.902557	18.524026	35.829336	31.467579	33.104623	42.934458	38.631313	43.763557	55.198352	44.200455
ADD2	7.944095	7.170952	12.179617	11.183487	9.582508	17.550146	20.42277	14.800749	14.589848	18.597921	22.089456	20.378282	18.710065	20.38421	22.785116
ADD3	28.854366	32.543742	27.408895	21.193584	15.200631	33.240784	13.418201	35.236774	22.984067	31.550035	9.603599	11.298818	11.568089	9.404839	14.13242
ADGB	0.448734	0	0.217564	0.061033	0.064837	0.184765	0.018409	0	0	0	0	0	0	0	0.008909
ADGRA1	0.035784	0.173277	0.213906	0.042328	0	0.124566	0	0.043039	0	0	0.196268	0.240714	0.282749	0.257551	0.3517
ADGRA2	6.732868	10.515111	4.470166	9.402403	5.481773	11.663067	0.372895	8.178986	12.140912	0.571315	0.933879	0.530774	0.924598	1.025436	0.597817
ADGRA3	7.479549	8.321546	11.593596	25.854269	18.927986	27.603336	20.93635	32.277111	29.461344	38.842495	29.846122	28.381536	28.843194	31.072307	27.436195
ADGRB1	0.267681	0.289917	1.898575	1.12107	1.060076	3.198207	1.115451	0.398598	0.964316	1.678707	1.785682	1.728091	1.996906	2.717355	1.901695
ADGRB2	2.660352	3.270737	1.833726	3.509399	2.874778	3.841788	3.525613	1.964323	4.901862	6.205106	9.414374	8.456026	8.29229	12.132091	9.138437
ADGRB3	2.42423	3.618678	8.957626	19.830189	16.30357	16.042946	1.994666	12.421845	10.266949	2.385466	10.193718	11.883905	9.400902	7.269584	13.778278
ADGRD1	0.060982	0.160702	0	0.077674	0	0.182908	0.057421	0.017635	0	0.151163	0.136281	0.023108	0.028695	0.006044	0.018219
ADGRE1	0	0	0	0	0	0	0	0	0	0	0	0	0.014765	0	0
ADGRE2	0	0	0	0.029314	0.051637	0	0	0	0.017708	0	0	0	0	0	0.007302
ADGRE5	0.877975	0.594003	0	0.572166	0.221549	1.329952	0.562648	0.762262	1.287469	0.265647	0.036762	0.021944	0.031224	0.053891	0.015139
ADGRF2	0	0	0	0	0	0	1.939442	0.011071	0.03365	0.931117	0	0	0.009435	0	0
ADGRF3	0.288458	0.153291	0.47478	0.212017	0.327173	0.599416	0.174628	0.31879	0.315252	0.135656	0.219625	0.077973	0.11009	0.17714	0.196875
ADGRF5	0	0	0	0	0	0.182471	0	0	0	0	6.399897	6.417726	5.946093	5.187535	5.832142
ADGRG1	2.428868	4.236802	1.892408	4.018622	2.750808	11.711743	25.011841	4.38275	10.114086	11.233797	0.185125	0.229904	0.388209	0.810943	0.812509
ADGRG2	0.174303	0.277247	0.755623	0.176078	0.270111	0.947483	0.720133	0.352437	0.157215	1.078572	0.021189	0.003023	0.012994	0	0.021434
ADGRG5	0	0	0	0.057163	0	0.117771	0.1422	0	0.040355	0.215946	0	0	0	0	0.012331
ADGRG6	0	0	0.058937	0.045448	0.179871	0.142284	0.106458	0.462725	0.312623	0.365183	0	0	0.006573	0	0
ADGRG7	0	0.03412	0	0	0	0	0	0	0	0	0.028803	0	0	0	0
ADGRL1	8.811599	8.484932	17.064865	6.897057	8.040504	14.735788	5.132221	10.9045	18.927595	3.096646	17.753442	15.668789	23.815702	28.264004	16.050423
ADGRL2	23.968347	27.849074	39.543932	52.853675	49.08559	54.234302	13.670683	38.424242	23.659201	15.387284	8.206652	8.446386	9.135897	6.841212	9.081954
ADGRL3	12.286807	15.272668	16.649597	10.243446	12.805103	4.711012	9.409048	16.643623	12.158945	13.668993	0.654491	0.251543	0.300034	0.401157	0.394789
ADGRV1	34.092201	27.912155	46.509781	18.529038	15.394936	15.144175	9.51657	8.376061	7.010893	12.933149	12.529401	10.670469	8.42937	8.432021	9.364785
ADH1A	0.167779	0.287152	0.389569	0.377863	0.362703	0.266887	0.2	0.375805	0.336463	0.051507	0.012839	0.069521	0.130323	0.02715	0.003956
ADH1B	0	0	0.079887	0	0	0	0	0.058058	0.042794	0	0	0	0.017013	0	0
ADH1C	0	0	0	0	0.095565	0	0	0	0	0	0.013489	0.013208	0.047599	0.027635	0.056799
ADH4	0	0.253108	1.218272	0.229118	0.325126	0.720855	0.157773	0.829475	0.333919	0	0	0	0.012209	0	0
ADH5	24.6859	29.929127	17.543631	38.981075	33.813789	23.630711	39.987255	34.88644	39.215981	104.692932	38.437126	44.81181	38.84293	37.155304	40.304546
ADH6	0.149399	0.672355	0.537838	0.480615	0.589219	0.355371	0.551911	0.837323	0.393359	0.072214	0.033859	0.028739	0	0	0.014808
ADHFE1	2.688316	3.116353	3.978472	1.87146	1.217844	1.259067	0.344068	0.512449	0.483069	0	0.201048	0.275965	0.14772	0.096615	0.163905
ADI1	9.030736	13.845373	9.053527	10.174628	11.510427	9.317464	13.255682	12.377988	14.766445	23.195358	38.863046	44.701081	43.072639	25.817065	45.45352
ADIPOQ	0	0	0	0	0	0	0.017798	0	0	0	0	0	0.020084	0	0
ADIPOR1	105.464229	100.399487	89.645606	52.72154	49.763008	48.858093	18.900921	34.715413	24.63563	26.206374	42.156478	43.33919	49.146361	54.806689	47.561787
ADIPOR2	10.097133	9.690755	10.824313	7.484041	9.862875	12.316907	10.073308	10.31849	12.517467	16.613209	20.062939	19.645156	22.867013	8.313039	20.603885
ADIRF	0	1.054955	0.077606	1.278823	0.377905	0.190119	0	0	0.283946	0	0	0	0.053569	0	0
ADK	9.081419	8.089025	10.392846	13.515662	10.517914	24.30889	16.091512	28.833188	24.033815	21.584581	26.544933	26.08891	22.542899	24.859206	22.933901
ADM	6.749764	14.768038	1.228267	25.447798	7.122042	8.315276	0	3.416979	4.139966	5.967923	0.448284	0.412091	0.241685	0.327099	0.248995
ADM5	1.531898	1.476143	0.997201	1.390641	1.099589	1.178879	0.652304	0.844872	1.899626	0.117172	0.479269	1.066	1.368098	1.983614	1.779376
ADNP	14.941136	12.818479	62.948218	13.833044	15.105882	61.951535	13.197338	54.737798	35.77955	15.49634	19.720499	28.306705	32.260405	25.836622	32.366839
ADNP2	8.70451	8.308248	12.336679	11.713634	12.850647	14.011025	7.416972	15.094406	14.571303	10.862586	4.136424	17.936145	17.938155	17.200557	17.166197
ADO	10.565468	9.858167	12.271828	12.327986	12.266911	13.263334	6.767346	12.02035	11.533512	10.552049	12.115604	13.917307	13.850588	12.475849	14.0734
ADORA1	1.231016	2.171696	1.706788	0.300185	0.794408	0.89598	3.916014	2.820481	7.123593	4.545871	2.665836	2.148913	3.428306	3.445047	3.757178
ADORA2A	0.06967	0	0	0	0	0	0	0	0.052965	0	0.258683	0.126514	0.052915	0.159968	0.181422
ADORA2B	4.187522	4.098286	4.510892	9.683673	6.484997	7.734727	3.510146	15.15175	19.404755	8.988743	0.530224	0.481723	0.252346	0.226794	0.322303
ADPGK	10.258313	10.845206	6.701866	15.348395	15.966823	9.009327	11.947512	13.404196	15.243518	21.602991	8.138773	8.030567	9.929105	7.671518	9.895556
ADPRH	1.428789	1.743432	1.607999	1.116437	1.112924	0.842117	0	0.601284	0.318889	0	0.206174	0.354147	0.217404	0.126891	0.21193
ADPRHL1	0.304901	0.287674	0.532572	0.342737	0.60334	3.195529	0.77225	0.538275	0.822952	0.6066	0	0	0.113447	0.02642	0
ADPRHL2	11.593885	8.234951	3.936646	10.47211	9.317834	4.864933	7.156166	4.582153	8.063255	22.58149	1.034608	0.525769	0.239329	2.343408	0.270963
ADPRM	8.017672	7.877991	9.746115	10.835517	7.985438	14.854905	4.684412	11.12581	9.659255	10.38741	2.983858	2.187983	2.411792	2.034844	2.171834
ADRA1A	0.297016	0.754601	0.861188	1.030456	0.606846	1.55609	3.066334	0.415025	0.095958	9.137899	0.071098	0.22821	0.114081	0.10597	0.178883
ADRA1B	0.180393	0.232286	0.196351	0.112321	0	0.054875	0.191615	0	0.090498	0	0.822062	0.905348	0.722392	0.698944	0.986467
ADRA2A	0.038854	0.02754	0.197708	0	0.064264	0.035349	0.103995	0.041761	0.025872	0.30651	0.297444	0.2469	0.283432	0.314226	0.272433
ADRA2B	0	0	0.129205	0.03582	0.076295	0	0.079243	0.051282	0.123357	0.143347	0	0	0	0	0.007329
ADRA2C	3.819077	3.826307	1.425805	10.002033	3.672273	2.629515	0.433726	3.031276	8.177862	1.799122	4.14103	3.544931	4.42443	5.024837	3.185148
ADRB1	0.126669	0.075673	0.353949	0.213907	0.151948	1.972723	0.557255	0.652527	0.997192	1.139314	0.262707	0.457796	0.258248	0.277133	0.069224
ADRBK1	7.302643	5.800281	3.480668	7.033386	6.711105	3.998765	6.832282	4.227015	10.140355	11.535833	13.428385	11.67273	11.888998	12.507482	11.764945
ADRBK2	2.920653	2.200651	6.896813	3.121133	2.315149	4.867796	0.484141	2.963407	2.05988	0.642419	10.43858	11.631615	8.686372	7.633661	11.327387
ADRM1	21.361909	24.332804	8.178403	15.743233	16.918423	7.562335	24.781476	13.165754	26.126206	42.488724	38.656609	37.605422	34.204607	49.71728	34.200349
ADSL	23.53846	26.173005	12.114358	62.3128	48.411577	30.330208	41.971007	48.818118	62.964947	133.571015	6.457947	8.048642	16.398486	4.93103	11.010191
ADSS	13.957701	15.291939	19.536104	21.616009	22.59025	37.678955	20.57617	42.555065	31.974709	24.509209	17.812814	19.623351	19.68679	18.881099	26.18841
ADSSL1	2.956207	2.886565	1.589435	3.27713	2.025983	7.061423	0.241207	0.648314	0.644286	0	1.549395	1.52116	0.949273	1.74291	0.831082
ADTRP	0.349327	0.295199	0.111159	0	0	0.798332	0	0	0.028313	0	0.042268	0.088143	0.065226	0.065576	0
AEBP1	2.442044	2.235462	4.508639	6.463524	3.648083	10.204307	1.93105	1.506106	2.360972	2.944954	7.57552	7.577537	6.82323	9.929803	7.731877
AEBP2	6.075398	4.752072	17.252588	4.908605	5.389121	16.990126	4.124881	14.481794	10.472599	2.206918	6.66925	5.913464	5.735386	8.033079	14.364304
